"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","vote","prtvede2","prtclede","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","blgetmg","gndr","yrbrn","region","ipcrtiv","imprich","ipeqopt","ipshabt","impsafe","impdiff","ipfrule","ipudrst","ipmodst","ipgdtim","impfree","iphlppl","ipsuces","ipstrgv","ipadvnt","ipbhprp","iprspot","iplylfr","impenv","imptrad","impfun","prob","stratum","psu"
"ESS9e03_2",9,"3.2","23.11.2023",476,"DE",0.99946624,0.77601683,3.037345,2.3570309,1,1,1,8,10,5,5,4,4,2,1,1967,"DEA",2,5,2,3,2,2,2,2,2,2,2,3,2,2,3,2,3,2,2,2,2,0.00012220745,338,5861
"ESS9e03_2",9,"3.2","23.11.2023",506,"DE",0.99946624,0.8983614,3.037345,2.7286334,1,4,66,10,5,5,4,7,6,2,2,1944,"DEF",5,5,2,4,3,5,5,2,3,3,2,3,4,4,5,5,4,2,3,5,3,0.00012220745,335,5843
"ESS9e03_2",9,"3.2","23.11.2023",515,"DE",0.99946624,0.5446976,3.037345,1.6544344,1,1,1,8,4,4,6,4,4,2,2,1952,"DE9",3,5,4,5,2,3,4,3,3,2,2,3,5,2,4,2,5,2,2,3,3,0.00012220745,314,5812
"ESS9e03_2",9,"3.2","23.11.2023",533,"DE",0.99946624,1.1190791,3.037345,3.3990293,2,66,66,6,6,1,2,4,3,2,1,1975,"DE2",1,4,1,2,1,2,4,2,1,2,1,1,3,1,4,1,1,1,1,1,4,0.00012220745,286,5757
"ESS9e03_2",9,"3.2","23.11.2023",564,"DE",0.99946624,1.1023202,3.037345,3.3481266,1,4,1,9,9,5,3,8,7,2,2,1942,"DE1",3,4,2,4,2,4,3,2,2,4,3,1,4,2,6,3,4,1,2,2,5,0.00012220745,352,5890
"ESS9e03_2",9,"3.2","23.11.2023",570,"DE",0.99946624,1.2423602,3.037345,3.7734766,1,88,66,4,4,4,4,5,6,2,2,1993,"DE1",2,5,2,3,1,3,2,2,2,1,1,6,4,2,3,3,4,3,1,5,1,0.00012220745,356,5722
"ESS9e03_2",9,"3.2","23.11.2023",589,"DE",0.99946624,1.2460984,3.037345,3.7848306,1,2,2,5,6,2,4,4,3,2,1,1939,"DE7",8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.00012220745,345,5877
"ESS9e03_2",9,"3.2","23.11.2023",621,"DE",0.99946624,0.67466307,3.037345,2.0491846,1,1,1,8,7,5,6,2,6,2,1,1992,"DEA",3,2,2,3,4,5,6,2,3,2,1,3,2,5,2,5,3,2,3,6,3,0.00012220745,332,5849
"ESS9e03_2",9,"3.2","23.11.2023",636,"DE",0.99946624,0.60303205,3.037345,1.8316164,1,88,66,8,7,2,7,3,6,2,2,1950,"DED",2,5,1,5,4,3,5,2,2,2,1,2,4,2,2,4,5,2,2,2,5,0.00012220745,303,5792
"ESS9e03_2",9,"3.2","23.11.2023",641,"DE",0.99946624,0.7808356,3.037345,2.3716671,1,1,1,7,7,7,7,4,5,2,2,1988,"DEA",3,3,2,4,2,3,4,2,3,2,2,2,4,2,5,2,3,2,2,4,4,0.00012220745,336,5856
"ESS9e03_2",9,"3.2","23.11.2023",648,"DE",0.99946624,0.77993757,3.037345,2.3689394,1,77,77,7,5,2,6,4,5,2,2,1964,"DE7",3,5,1,3,3,3,5,2,4,3,2,3,3,5,4,5,2,2,2,4,4,0.00012220745,344,5874
"ESS9e03_2",9,"3.2","23.11.2023",662,"DE",0.99946624,0.8307618,3.037345,2.5233102,1,2,2,9,7,3,2,7,8,2,2,1965,"DE3",2,2,1,5,2,3,4,2,5,1,1,3,2,1,5,2,2,1,1,1,1,0.00012220745,294,5774
"ESS9e03_2",9,"3.2","23.11.2023",704,"DE",0.99946624,0.8702576,3.037345,2.6432726,1,5,5,4,3,0,8,5,8,2,1,1954,"DE9",1,6,2,5,4,2,6,1,2,1,1,2,4,1,3,2,2,1,4,6,1,0.00012220745,316,5816
"ESS9e03_2",9,"3.2","23.11.2023",718,"DE",0.99946624,0.6157202,3.037345,1.8701546,1,4,1,8,7,7,8,7,8,2,1,1942,"DE7",2,5,2,4,1,2,1,2,2,2,1,2,2,1,2,2,3,1,1,1,3,0.00012220745,339,5863
"ESS9e03_2",9,"3.2","23.11.2023",749,"DE",0.99946624,0.5348688,3.037345,1.624581,1,1,66,8,7,3,7,7,4,1,1,1950,"DEB",2,3,2,4,1,4,2,1,2,1,1,5,1,1,5,3,4,1,2,2,1,0.00012220745,352,5889
"ESS9e03_2",9,"3.2","23.11.2023",780,"DE",0.99946624,1.1020863,3.037345,3.3474162,3,66,4,5,7,7,7,7,8,1,1,1978,"DED",1,5,8,1,1,2,8,8,8,1,1,1,2,8,3,8,1,8,1,8,8,0.00012220745,304,5794
"ESS9e03_2",9,"3.2","23.11.2023",803,"DE",0.99946624,1.070353,3.037345,3.2510314,1,2,2,10,7,3,1,1,9,2,2,1932,"DE3",2,5,1,6,1,4,2,2,3,4,2,4,5,1,6,2,2,2,1,3,3,0.00012220745,294,5774
"ESS9e03_2",9,"3.2","23.11.2023",810,"DE",0.99946624,0.7892537,3.037345,2.3972359,2,66,4,7,8,5,7,4,6,2,1,1996,"DE1",2,3,1,5,3,3,2,3,4,3,1,3,3,1,5,5,3,1,1,2,2,0.00012220745,270,5725
"ESS9e03_2",9,"3.2","23.11.2023",866,"DE",0.99946624,1.4444388,3.037345,4.387259,2,66,6,8,2,1,2,1,3,2,1,1970,"DE1",4,5,2,4,6,6,6,2,4,2,2,2,4,6,5,6,4,1,4,4,2,0.00012220745,355,5896
"ESS9e03_2",9,"3.2","23.11.2023",943,"DE",0.99946624,0.8410545,3.037345,2.5545726,1,3,3,7,5,3,4,3,6,2,2,1952,"DED",2,4,2,5,3,2,3,2,3,2,5,2,5,2,4,2,5,1,3,3,4,0.00012220745,302,5790
"ESS9e03_2",9,"3.2","23.11.2023",954,"DE",0.99946624,1.1025547,3.037345,3.3488388,1,4,4,9,8,3,7,5,8,2,2,1966,"DEA",2,5,2,5,3,4,5,2,2,1,1,2,2,2,3,5,5,1,2,1,2,0.00012220745,325,5835
"ESS9e03_2",9,"3.2","23.11.2023",1081,"DE",0.99946624,1.4915673,3.037345,4.530404,1,77,66,8,6,5,7,2,3,2,2,1996,"DE1",2,5,2,3,4,3,4,1,3,2,2,1,6,3,3,1,2,1,2,5,4,0.00012220745,352,5890
"ESS9e03_2",9,"3.2","23.11.2023",1101,"DE",0.99946624,1.1023202,3.037345,3.3481266,1,1,66,8,8,2,8,6,6,2,2,1945,"DE1",2,5,3,5,2,2,5,2,3,2,2,2,5,2,5,2,5,2,4,5,2,0.00012220745,269,5723
"ESS9e03_2",9,"3.2","23.11.2023",1222,"DE",0.99946624,0.8540229,3.037345,2.5939622,1,5,9,8,8,3,8,5,8,2,2,1949,"DE2",4,5,2,5,3,3,3,2,2,3,1,1,4,3,4,2,3,2,2,4,4,0.00012220745,281,5747
"ESS9e03_2",9,"3.2","23.11.2023",1255,"DE",0.99946624,0.6628557,3.037345,2.0133214,1,4,4,7,8,4,8,6,4,2,2,1969,"DE2",3,4,1,6,2,4,2,2,4,4,2,2,4,3,5,4,3,1,1,3,4,0.00012220745,286,5756
"ESS9e03_2",9,"3.2","23.11.2023",1273,"DE",0.99946624,1.0794106,3.037345,3.2785423,1,1,1,9,8,6,6,5,7,2,1,1940,"DEA",1,5,1,5,3,1,1,2,1,3,1,1,5,1,6,6,5,1,1,1,1,0.00012220745,337,5858
"ESS9e03_2",9,"3.2","23.11.2023",1281,"DE",0.99946624,0.67466307,3.037345,2.0491846,3,66,1,9,9,6,8,7,8,1,1,1989,"DEA",2,4,3,5,2,3,4,1,2,2,2,2,2,1,5,2,3,1,2,2,4,0.00012220745,332,5849
"ESS9e03_2",9,"3.2","23.11.2023",1303,"DE",0.99946624,1.0895553,3.037345,3.3093553,1,4,66,8,6,4,2,6,7,2,1,1995,"DEB",2,4,1,2,2,3,5,2,1,2,1,2,2,2,2,4,5,2,1,4,2,0.00012220745,350,5885
"ESS9e03_2",9,"3.2","23.11.2023",1324,"DE",0.99946624,0.97831357,3.037345,2.9714758,1,1,1,8,8,6,7,7,8,2,1,1950,"DE2",3,4,4,3,2,3,2,2,2,2,2,2,4,3,5,3,5,3,2,2,3,0.00012220745,290,5766
"ESS9e03_2",9,"3.2","23.11.2023",1360,"DE",0.99946624,1.0794106,3.037345,3.2785423,2,66,66,9,0,4,2,6,3,2,1,1964,"DEA",1,4,1,2,2,1,2,1,1,1,1,1,3,1,4,2,5,1,1,1,4,0.00012220745,328,5841
"ESS9e03_2",9,"3.2","23.11.2023",1367,"DE",0.99946624,0.67560714,3.037345,2.052052,1,1,88,9,5,9,8,3,6,2,2,1937,"DEA",2,5,2,5,2,1,5,1,2,2,2,2,3,2,4,5,3,1,1,2,6,0.00012220745,325,5834
"ESS9e03_2",9,"3.2","23.11.2023",1371,"DE",0.99946624,0.8702576,3.037345,2.6432726,1,1,1,10,88,88,3,88,8,2,1,1932,"DE9",2,7,3,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0.00012220745,316,5816
"ESS9e03_2",9,"3.2","23.11.2023",1378,"DE",0.99946624,0.8702576,3.037345,2.6432726,1,1,1,8,7,5,6,5,7,2,1,1944,"DE9",2,4,3,4,2,4,1,1,1,1,1,1,1,1,3,1,1,1,1,3,2,0.00012220745,296,5787
"ESS9e03_2",9,"3.2","23.11.2023",1408,"DE",0.99946624,1.1437562,3.037345,3.4739819,1,2,2,6,7,7,6,8,8,2,1,1936,"DEC",1,4,1,2,2,3,2,2,5,2,2,2,2,2,6,1,2,2,2,2,2,0.00012220745,294,5773
"ESS9e03_2",9,"3.2","23.11.2023",1437,"DE",0.99946624,0.707703,3.037345,2.149538,1,3,3,9,6,6,6,4,7,2,2,1991,"DE2",2,5,2,3,6,1,5,2,4,2,1,1,2,4,2,4,3,1,1,5,1,0.00012220745,281,5747
"ESS9e03_2",9,"3.2","23.11.2023",1441,"DE",0.99946624,1.2710112,3.037345,3.8604996,3,66,1,8,9,8,8,10,10,2,1,1999,"DE1",2,3,1,2,4,1,2,1,1,1,2,1,2,1,3,3,1,1,1,3,2,0.00012220745,355,5895
"ESS9e03_2",9,"3.2","23.11.2023",1467,"DE",0.99946624,0.77601683,3.037345,2.3570309,1,5,66,8,7,5,8,8,8,2,1,1980,"DEA",2,4,2,2,2,4,5,2,4,4,4,2,2,2,4,3,4,1,2,3,5,0.00012220745,325,5835
"ESS9e03_2",9,"3.2","23.11.2023",1486,"DE",0.99946624,1.275009,3.037345,3.8726423,1,1,66,8,8,2,4,3,3,2,2,1997,"DEA",3,5,1,5,3,4,1,3,1,4,1,1,3,2,5,2,3,1,1,1,4,0.00012220745,334,5853
"ESS9e03_2",9,"3.2","23.11.2023",1493,"DE",0.99946624,3.7372754,3.037345,11.351395,2,66,66,7,6,4,3,6,7,1,1,1948,"DE3",4,3,4,2,3,4,5,5,5,3,2,4,3,2,3,3,4,3,4,2,4,0.00012220745,294,5774
"ESS9e03_2",9,"3.2","23.11.2023",1504,"DE",0.99946624,0.48340285,3.037345,1.4682612,1,88,66,9,7,3,6,6,4,2,1,1961,"DE2",2,6,4,3,2,2,5,3,2,2,1,4,4,3,4,2,4,2,2,5,3,0.00012220745,280,5746
"ESS9e03_2",9,"3.2","23.11.2023",1543,"DE",0.99946624,0.9078223,3.037345,2.7573695,1,5,4,10,10,4,9,7,8,2,1,1968,"DE1",3,4,1,3,3,4,2,2,3,3,1,2,3,5,4,2,5,1,1,5,5,0.00012220745,275,5737
"ESS9e03_2",9,"3.2","23.11.2023",1546,"DE",0.99946624,1.0794106,3.037345,3.2785423,1,2,66,6,5,0,2,4,3,2,1,1960,"DEA",2,5,2,5,2,3,2,5,2,2,5,2,2,5,5,3,5,3,2,5,2,0.00012220745,330,5847
"ESS9e03_2",9,"3.2","23.11.2023",1559,"DE",0.99946624,0.77601683,3.037345,2.3570309,1,2,2,9,8,4,8,6,7,2,1,1969,"DEA",3,5,1,5,3,3,4,2,2,1,2,2,4,3,4,4,5,2,2,2,3,0.00012220745,333,5852
"ESS9e03_2",9,"3.2","23.11.2023",1633,"DE",0.99946624,1.2347225,3.037345,3.750278,1,1,66,9,8,0,8,8,7,2,1,1978,"DEA",4,6,3,4,2,2,4,2,2,3,4,2,2,2,4,2,4,2,2,2,3,0.00012220745,323,5831
"ESS9e03_2",9,"3.2","23.11.2023",1657,"DE",0.99946624,0.82272756,3.037345,2.4989073,1,1,66,9,8,8,8,7,8,2,2,1953,"DE8",3,5,2,5,4,3,3,2,2,2,2,1,4,1,5,2,5,1,1,2,2,0.00012220745,299,5782
"ESS9e03_2",9,"3.2","23.11.2023",1680,"DE",0.99946624,1.0849521,3.037345,3.295374,1,2,66,8,9,6,8,4,5,2,1,1990,"DEE",1,3,1,6,1,5,3,2,1,2,1,2,2,1,6,1,4,1,1,4,1,0.00012220745,306,5797
"ESS9e03_2",9,"3.2","23.11.2023",1714,"DE",0.99946624,1.0895553,3.037345,3.3093553,1,1,66,10,9,3,7,7,6,2,1,1998,"DEB",3,2,2,4,2,3,1,2,2,4,2,2,2,2,4,3,5,1,2,3,3,0.00012220745,348,5880
"ESS9e03_2",9,"3.2","23.11.2023",1728,"DE",0.99946624,1.0824708,3.037345,3.287837,1,77,9,9,9,1,3,3,3,2,1,1951,"DEB",1,1,1,2,1,1,2,1,3,1,1,1,1,2,4,2,1,1,1,1,2,0.00012220745,348,5881
"ESS9e03_2",9,"3.2","23.11.2023",1756,"DE",0.99946624,0.75969493,3.037345,2.3074555,1,1,1,8,8,5,5,3,5,2,2,1957,"DE9",3,4,1,5,5,3,2,2,2,2,2,1,5,4,4,4,5,2,2,2,5,0.00012220745,296,5787
"ESS9e03_2",9,"3.2","23.11.2023",1805,"DE",0.99946624,1.1023202,3.037345,3.3481266,1,1,1,8,6,6,6,4,5,2,2,1949,"DE1",1,6,1,2,1,1,5,2,1,2,2,1,5,2,5,2,2,1,1,1,1,0.00012220745,354,5893
"ESS9e03_2",9,"3.2","23.11.2023",1833,"DE",0.99946624,1.0619838,3.037345,3.2256112,3,66,2,8,5,6,8,5,6,2,2,2001,"DEA",2,3,1,4,3,1,4,2,3,2,2,2,3,1,4,5,4,1,3,2,2,0.00012220745,336,5856
"ESS9e03_2",9,"3.2","23.11.2023",1836,"DE",0.99946624,0.89927113,3.037345,2.7313967,1,4,3,8,6,4,7,2,8,2,2,1996,"DE4",1,6,1,3,4,2,4,1,4,2,2,3,4,5,5,2,3,1,2,6,5,0.00012220745,298,5780
"ESS9e03_2",9,"3.2","23.11.2023",1929,"DE",0.99946624,1.1190791,3.037345,3.3990293,2,66,1,10,8,8,9,10,10,2,1,1964,"DE2",1,5,1,3,2,2,3,2,4,2,2,1,2,1,1,2,1,2,1,5,2,0.00012220745,277,5741
"ESS9e03_2",9,"3.2","23.11.2023",2012,"DE",0.99946624,0.48340285,3.037345,1.4682612,1,4,4,10,8,5,8,4,8,2,1,1928,"DE2",2,6,1,4,3,1,5,1,3,2,1,1,4,4,3,6,6,2,1,5,1,0.00012220745,290,5764
"ESS9e03_2",9,"3.2","23.11.2023",2043,"DE",0.99946624,0.9634579,3.037345,2.926354,1,3,3,9,10,5,5,5,8,2,1,1931,"DED",4,6,2,5,2,5,2,2,3,3,4,2,5,2,6,3,5,2,2,3,2,0.00012220745,303,5792
"ESS9e03_2",9,"3.2","23.11.2023",2046,"DE",0.99946624,1.0778979,3.037345,3.2739477,1,2,66,7,8,3,8,5,8,2,1,1950,"DEE",3,5,2,4,2,2,2,5,2,1,1,2,3,1,5,2,5,1,2,2,1,0.00012220745,306,5799
"ESS9e03_2",9,"3.2","23.11.2023",2097,"DE",0.99946624,0.97831357,3.037345,2.9714758,1,1,1,2,5,3,3,5,4,2,1,1962,"DE2",2,5,2,2,2,3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,0.00012220745,286,5757
"ESS9e03_2",9,"3.2","23.11.2023",2105,"DE",0.99946624,0.5898915,3.037345,1.7917039,1,77,77,5,5,6,6,4,5,2,2,1953,"DE8",1,5,1,4,1,1,1,1,1,2,3,1,2,1,6,1,5,1,1,1,4,0.00012220745,299,5782
"ESS9e03_2",9,"3.2","23.11.2023",2129,"DE",0.99946624,1.275009,3.037345,3.8726423,1,77,77,8,6,7,6,4,6,2,2,1996,"DEA",2,5,1,1,3,3,5,2,5,2,2,2,5,5,5,3,3,1,2,3,2,0.00012220745,326,5836
"ESS9e03_2",9,"3.2","23.11.2023",2154,"DE",0.99946624,0.68913734,3.037345,2.0931478,1,1,66,3,8,8,10,4,4,2,2,1962,"DE6",1,5,1,2,3,1,5,1,4,4,1,1,1,1,5,4,3,1,1,2,3,0.00012220745,346,5876
"ESS9e03_2",9,"3.2","23.11.2023",2204,"DE",0.99946624,1.0864748,3.037345,3.2999988,1,88,66,4,4,4,6,1,1,2,1,1998,"DEA",2,5,3,3,5,2,2,3,1,2,2,2,4,2,3,2,5,2,3,4,2,0.00012220745,318,5820
"ESS9e03_2",9,"3.2","23.11.2023",2261,"DE",0.99946624,0.60303205,3.037345,1.8316164,1,1,66,5,6,4,5,4,5,2,2,1955,"DED",2,5,2,5,2,5,2,2,2,3,3,1,3,2,6,3,4,2,1,1,6,0.00012220745,303,5792
"ESS9e03_2",9,"3.2","23.11.2023",2323,"DE",0.99946624,1.2542534,3.037345,3.8096,3,66,4,9,5,4,9,6,4,1,1,1995,"DE7",3,5,3,2,2,6,1,3,1,6,3,4,3,2,5,4,4,3,2,4,5,0.00012220745,342,5870
"ESS9e03_2",9,"3.2","23.11.2023",2328,"DE",0.99946624,1.0794106,3.037345,3.2785423,1,1,66,10,7,6,8,7,7,2,1,1936,"DEA",3,5,2,2,3,4,3,2,2,3,1,2,5,3,5,2,5,2,1,3,5,0.00012220745,322,5829
"ESS9e03_2",9,"3.2","23.11.2023",2339,"DE",0.99946624,0.7033356,3.037345,2.1362727,1,5,5,9,8,5,7,7,5,2,1,1974,"DE2",4,2,2,1,4,3,4,2,4,2,1,1,1,2,3,4,2,1,2,3,4,0.00012220745,286,5756
"ESS9e03_2",9,"3.2","23.11.2023",2390,"DE",0.99946624,1.275009,3.037345,3.8726423,1,3,66,1,6,88,9,8,4,2,2,1998,"DEA",1,5,1,1,2,1,4,1,3,2,1,1,1,1,1,4,3,1,1,1,1,0.00012220745,318,5820
"ESS9e03_2",9,"3.2","23.11.2023",2402,"DE",0.99946624,0.5333567,3.037345,1.6199883,1,2,2,8,6,3,5,5,4,2,1,1951,"DEA",2,3,2,4,5,2,5,2,2,2,2,2,2,2,2,5,5,2,2,4,2,0.00012220745,318,5822
"ESS9e03_2",9,"3.2","23.11.2023",2434,"DE",0.99946624,0.97831357,3.037345,2.9714758,1,3,9,9,7,1,3,4,4,2,1,1952,"DE2",1,5,1,4,3,1,6,1,1,1,1,1,4,3,1,1,2,1,1,4,3,0.00012220745,286,5757
"ESS9e03_2",9,"3.2","23.11.2023",2461,"DE",0.99946624,0.87595314,3.037345,2.6605718,2,66,3,5,8,2,5,3,8,2,1,1985,"DE9",2,3,2,1,2,2,2,2,3,1,1,2,2,1,5,5,2,2,1,5,1,0.00012220745,315,5814
"ESS9e03_2",9,"3.2","23.11.2023",2567,"DE",0.99946624,0.9626714,3.037345,2.923965,1,2,2,8,6,3,4,4,5,2,2,1968,"DE8",2,6,1,3,3,3,2,2,2,2,2,2,3,1,3,2,6,1,2,2,3,0.00012220745,300,5784
"ESS9e03_2",9,"3.2","23.11.2023",2573,"DE",0.99946624,1.0794106,3.037345,3.2785423,1,2,2,8,7,8,4,8,8,2,1,1936,"DEA",3,5,2,3,2,2,2,2,2,2,2,2,2,2,4,3,4,2,1,2,2,0.00012220745,336,5856
"ESS9e03_2",9,"3.2","23.11.2023",2602,"DE",0.99946624,0.7334275,3.037345,2.2276723,1,4,2,8,8,7,8,2,7,2,2,1981,"DEB",3,5,2,3,2,4,4,1,2,1,1,2,1,2,5,2,2,2,1,5,3,0.00012220745,350,5884
"ESS9e03_2",9,"3.2","23.11.2023",2604,"DE",0.99946624,0.97831357,3.037345,2.9714758,1,1,9,8,7,5,5,9,2,1,1,1950,"DE2",3,4,2,6,1,3,3,2,2,2,2,2,6,1,5,1,3,1,1,3,3,0.00012220745,277,5741
"ESS9e03_2",9,"3.2","23.11.2023",2612,"DE",0.99946624,0.6969567,3.037345,2.1168978,1,1,66,7,5,5,4,3,7,2,2,1993,"DED",4,2,2,3,2,5,5,4,2,3,4,2,3,2,5,5,2,2,5,4,4,0.00012220745,305,5795
"ESS9e03_2",9,"3.2","23.11.2023",2613,"DE",0.99946624,0.9078223,3.037345,2.7573695,1,4,66,9,9,4,7,4,7,2,1,1975,"DE1",2,5,4,2,3,2,5,4,5,2,1,2,2,1,2,5,2,2,2,3,2,0.00012220745,276,5739
"ESS9e03_2",9,"3.2","23.11.2023",2626,"DE",0.99946624,1.0683845,3.037345,3.2450523,1,3,66,4,5,2,2,2,3,2,2,1960,"DEG",1,5,2,2,2,2,5,2,2,3,2,2,2,3,4,3,4,2,2,3,2,0.00012220745,311,5807
"ESS9e03_2",9,"3.2","23.11.2023",2662,"DE",0.99946624,1.0473378,3.037345,3.181126,3,66,2,10,8,4,9,3,8,2,1,2002,"DEA",3,4,2,4,1,4,4,3,4,3,1,3,4,2,5,3,2,2,2,4,4,0.00012220745,336,5857
"ESS9e03_2",9,"3.2","23.11.2023",2750,"DE",0.99946624,1.0503069,3.037345,3.1901443,3,66,66,7,9,3,8,8,7,1,1,2000,"DEB",2,3,1,3,2,3,2,2,1,2,2,1,2,1,3,2,3,1,2,2,3,0.00012220745,350,5885
"ESS9e03_2",9,"3.2","23.11.2023",2775,"DE",0.99946624,0.67466056,3.037345,2.049177,1,2,66,8,7,4,7,3,5,2,2,1956,"DEE",1,5,2,5,2,3,4,2,2,2,2,3,3,3,3,5,4,2,1,2,3,0.00012220745,308,5801
"ESS9e03_2",9,"3.2","23.11.2023",2819,"DE",0.99946624,1.2594502,3.037345,3.8253846,3,66,2,4,8,6,10,8,10,1,1,1982,"DE6",2,5,5,1,2,3,1,1,3,3,1,1,1,4,6,3,6,3,1,1,3,0.00012220745,346,5876
